"SubscriptionName","RoleName","PrincipalName","PrincipalType","Scope"
"TN Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Backup Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Virtual Machine Administrator Login",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Key Vault Administrator",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Azure AI Inference Deployment Operator",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Cognitive Services OpenAI Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Grafana Viewer",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Grafana Viewer",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Security Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Support Request Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Storage File Data SMB Share Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Resource Policy Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TN Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Reader",,,"/subscriptions/0ca80a3d-f200-48e7-bac2-cb8ce285183a"
"TR Storage Azure Enterprise","Contributor",,,"/subscriptions/0ca80a3d-f200-48e7-bac2-cb8ce285183a"
"TR Storage Azure Enterprise","Reader",,,"/subscriptions/0ca80a3d-f200-48e7-bac2-cb8ce285183a"
"TR Storage Azure Enterprise","Owner",,,"/subscriptions/0ca80a3d-f200-48e7-bac2-cb8ce285183a"
"TR Storage Azure Enterprise","Reader",,,"/subscriptions/0ca80a3d-f200-48e7-bac2-cb8ce285183a"
"TR Storage Azure Enterprise","Contributor",,,"/subscriptions/0ca80a3d-f200-48e7-bac2-cb8ce285183a"
"TR Storage Azure Enterprise","Owner",,,"/subscriptions/0ca80a3d-f200-48e7-bac2-cb8ce285183a"
"TR Storage Azure Enterprise","Owner",,,"/subscriptions/0ca80a3d-f200-48e7-bac2-cb8ce285183a"
"TR Storage Azure Enterprise","User Access Administrator",,,"/"
"TR Storage Azure Enterprise","User Access Administrator",,,"/"
"TR Storage Azure Enterprise","User Access Administrator",,,"/"
"TR Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"TR Storage Azure Enterprise","Storage Blob Data Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"TR Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"TR Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"TR Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"TR Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"TR Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Backup Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Virtual Machine Administrator Login",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Key Vault Administrator",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Azure AI Inference Deployment Operator",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Cognitive Services OpenAI Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Grafana Viewer",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Grafana Viewer",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Security Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Support Request Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Storage File Data SMB Share Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Resource Policy Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TR Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Reader",,,"/subscriptions/085819d8-d4f8-46f5-bcc2-e966af15a91f"
"TW Storage Azure Enterprise","Contributor",,,"/subscriptions/085819d8-d4f8-46f5-bcc2-e966af15a91f"
"TW Storage Azure Enterprise","Reader",,,"/subscriptions/085819d8-d4f8-46f5-bcc2-e966af15a91f"
"TW Storage Azure Enterprise","Owner",,,"/subscriptions/085819d8-d4f8-46f5-bcc2-e966af15a91f"
"TW Storage Azure Enterprise","Reader",,,"/subscriptions/085819d8-d4f8-46f5-bcc2-e966af15a91f"
"TW Storage Azure Enterprise","Contributor",,,"/subscriptions/085819d8-d4f8-46f5-bcc2-e966af15a91f"
"TW Storage Azure Enterprise","Owner",,,"/subscriptions/085819d8-d4f8-46f5-bcc2-e966af15a91f"
"TW Storage Azure Enterprise","Owner",,,"/subscriptions/085819d8-d4f8-46f5-bcc2-e966af15a91f"
"TW Storage Azure Enterprise","Owner",,,"/subscriptions/085819d8-d4f8-46f5-bcc2-e966af15a91f"
"TW Storage Azure Enterprise","User Access Administrator",,,"/"
"TW Storage Azure Enterprise","User Access Administrator",,,"/"
"TW Storage Azure Enterprise","User Access Administrator",,,"/"
"TW Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"TW Storage Azure Enterprise","Storage Blob Data Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"TW Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"TW Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"TW Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"TW Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"TW Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Backup Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Virtual Machine Administrator Login",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Key Vault Administrator",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Azure AI Inference Deployment Operator",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Cognitive Services OpenAI Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Grafana Viewer",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Grafana Viewer",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Security Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Support Request Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Storage File Data SMB Share Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Resource Policy Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"TW Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Reader",,,"/subscriptions/6f875204-0681-4edd-879c-16a73cf1e91d"
"US Storage Azure Enterprise","Contributor",,,"/subscriptions/6f875204-0681-4edd-879c-16a73cf1e91d"
"US Storage Azure Enterprise","Reader",,,"/subscriptions/6f875204-0681-4edd-879c-16a73cf1e91d"
"US Storage Azure Enterprise","Owner",,,"/subscriptions/6f875204-0681-4edd-879c-16a73cf1e91d"
"US Storage Azure Enterprise","Reader",,,"/subscriptions/6f875204-0681-4edd-879c-16a73cf1e91d"
"US Storage Azure Enterprise","Contributor",,,"/subscriptions/6f875204-0681-4edd-879c-16a73cf1e91d"
"US Storage Azure Enterprise","Owner",,,"/subscriptions/6f875204-0681-4edd-879c-16a73cf1e91d"
"US Storage Azure Enterprise","Owner",,,"/subscriptions/6f875204-0681-4edd-879c-16a73cf1e91d"
"US Storage Azure Enterprise","User Access Administrator",,,"/"
"US Storage Azure Enterprise","User Access Administrator",,,"/"
"US Storage Azure Enterprise","User Access Administrator",,,"/"
"US Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"US Storage Azure Enterprise","Storage Blob Data Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"US Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"US Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"US Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"US Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"US Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Backup Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Virtual Machine Administrator Login",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Key Vault Administrator",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Azure AI Inference Deployment Operator",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Cognitive Services OpenAI Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Grafana Viewer",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Grafana Viewer",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Security Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Support Request Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Storage File Data SMB Share Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Resource Policy Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"US Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Reader",,,"/subscriptions/2abcf94d-aa90-4773-9a75-290ccd3b95b2"
"VN Storage Azure Enterprise","Contributor",,,"/subscriptions/2abcf94d-aa90-4773-9a75-290ccd3b95b2"
"VN Storage Azure Enterprise","Reader",,,"/subscriptions/2abcf94d-aa90-4773-9a75-290ccd3b95b2"
"VN Storage Azure Enterprise","Owner",,,"/subscriptions/2abcf94d-aa90-4773-9a75-290ccd3b95b2"
"VN Storage Azure Enterprise","Reader",,,"/subscriptions/2abcf94d-aa90-4773-9a75-290ccd3b95b2"
"VN Storage Azure Enterprise","Contributor",,,"/subscriptions/2abcf94d-aa90-4773-9a75-290ccd3b95b2"
"VN Storage Azure Enterprise","Owner",,,"/subscriptions/2abcf94d-aa90-4773-9a75-290ccd3b95b2"
"VN Storage Azure Enterprise","Owner",,,"/subscriptions/2abcf94d-aa90-4773-9a75-290ccd3b95b2"
"VN Storage Azure Enterprise","Owner",,,"/subscriptions/2abcf94d-aa90-4773-9a75-290ccd3b95b2"
"VN Storage Azure Enterprise","User Access Administrator",,,"/"
"VN Storage Azure Enterprise","User Access Administrator",,,"/"
"VN Storage Azure Enterprise","User Access Administrator",,,"/"
"VN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"VN Storage Azure Enterprise","Storage Blob Data Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"VN Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"VN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"VN Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"VN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"VN Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Backup Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Virtual Machine Administrator Login",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Key Vault Administrator",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Azure AI Inference Deployment Operator",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Cognitive Services OpenAI Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Grafana Viewer",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Grafana Viewer",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Security Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Support Request Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Storage File Data SMB Share Reader",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Resource Policy Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"VN Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"ZA Storage Azure Enterprise","Owner",,,"/subscriptions/c949d376-f077-43d2-83bf-f2b2e0ed3f57"
"ZA Storage Azure Enterprise","Reader",,,"/subscriptions/c949d376-f077-43d2-83bf-f2b2e0ed3f57"
"ZA Storage Azure Enterprise","Contributor",,,"/subscriptions/c949d376-f077-43d2-83bf-f2b2e0ed3f57"
"ZA Storage Azure Enterprise","Reader",,,"/subscriptions/c949d376-f077-43d2-83bf-f2b2e0ed3f57"
"ZA Storage Azure Enterprise","Owner",,,"/subscriptions/c949d376-f077-43d2-83bf-f2b2e0ed3f57"
"ZA Storage Azure Enterprise","Reader",,,"/subscriptions/c949d376-f077-43d2-83bf-f2b2e0ed3f57"
"ZA Storage Azure Enterprise","Contributor",,,"/subscriptions/c949d376-f077-43d2-83bf-f2b2e0ed3f57"
"ZA Storage Azure Enterprise","Owner",,,"/subscriptions/c949d376-f077-43d2-83bf-f2b2e0ed3f57"
"ZA Storage Azure Enterprise","Owner",,,"/subscriptions/c949d376-f077-43d2-83bf-f2b2e0ed3f57"
"ZA Storage Azure Enterprise","User Access Administrator",,,"/"
"ZA Storage Azure Enterprise","User Access Administrator",,,"/"
"ZA Storage Azure Enterprise","User Access Administrator",,,"/"
"ZA Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"ZA Storage Azure Enterprise","Storage Blob Data Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"ZA Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"ZA Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"ZA Storage Azure Enterprise","Owner",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"ZA Storage Azure Enterprise","Reader",,,"/providers/Microsoft.Management/managementGroups/mg-filiales"
"ZA Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
"ZA Storage Azure Enterprise","Contributor",,,"/providers/Microsoft.Management/managementGroups/a899d509-e790-454b-b3fe-4b581016bdc5"
